source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased,voting.topic,engagement_score
tiktok.com,https://www.tiktok.com/@gruenech,7488630157784173846,"Familien mit Neugeborenen brauchen endlich eine Elternzeit. Und die gleich lange Verteilung trägt dazu bei, dass wir endlich Gleichstellung in Familien und Arbeitswelt erreichen. 🤝 Unterschreibe jetzt für gleichberechtigte Verantwortung für beide Elternteile (Link in der Bio).",2025-04-02 08:29:47,0,4,6,1077,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7488630157784173846,0.01,1,-2.949420016021147
tiktok.com,https://www.tiktok.com/@gruenech,7487964902473174294,"💰 33 Milliarden Verlust, 39 Milliarden Boni - Credit Suisse Math!",2025-03-31 13:28:14,3,1,57,1138,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7487964902473174294,-0.52,0,-1.829861275944428
tiktok.com,https://www.tiktok.com/@gruenech,7487240926822239510,"Jelena Filipovic (Stadträtin BE) und Christine Badertscher (Nationalrätin BE) sprechen über die beeindruckenden Proteste in Serbien und warum diese für einen demokratischen Aufbruch stehen. Jelena war vor Ort und berichtet von Mut, Widerstand und Hoffnung trotz Druck durch Präsident Vučić. ✊🇷🇸",2025-03-29 14:38:51,1,2,33,969,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7487240926822239510,0.8,0,-2.700274822536327
tiktok.com,https://www.tiktok.com/@gruenech,7486899423633493270,"Noch eine rote Linie, die überschritten wurde. Schweigen ist keine Option. Teile dieses Video. ✊💚 @Balthasar Glättli ",2025-03-28 16:33:36,9,103,142,5257,12,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7486899423633493270,-0.0,0,13.982210416718246
tiktok.com,https://www.tiktok.com/@gruenech,7486537490162093334,"Über 80 % der Bevölkerung sagen Nein zum Kauf der F35. Der Flieger ist zu teuer, fehleranfällig und macht uns abhängig von den USA. 🫵 Jetzt handeln & Petition unterzeichnen! (Link in der Bio)",2025-03-27 17:09:07,1,18,74,1394,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7486537490162093334,-0.28,0,-0.6326323577555346
tiktok.com,https://www.tiktok.com/@gruenech,7485045730361576706,"🌏🔥 Übrigens, am 11. April gibt es wieder Klimastreiks in…  ➡️Luzern 18:00 Theaterplatz ➡️Aarau 17:00 Bahnhofplatz ➡️Bern 17:30 Bundesplatz ➡️Zürich 18:00 Helvetiaplatz #thisand #klimastreik",2025-03-23 16:40:19,1,0,39,906,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7485045730361576706,0.0,0,-2.7772539189703283
tiktok.com,https://www.tiktok.com/@gruenech,7484281336191094038,"Die SVP will die Schweiz abschotten – gegen Europa, gegen Menschen, die hier arbeiten & leben wollen. 😡 Ohne Fachkräfte aus dem Ausland stehen bei uns Spitäler, Baustellen & Gastrobetriebe still. Und gerade in einer Welt voller Krisen braucht’s mehr Zusammenhalt, nicht weniger. Abschottung ist keine Lösung. Solidarität schon. 💚🌍",2025-03-21 15:14:06,1,13,17,1081,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7484281336191094038,-0.46,0,-2.1363997443778278
tiktok.com,https://www.tiktok.com/@gruenech,7484248798953213206,Wie die Session war?🐳  #politik #swisspolitics #parlch #schweiz #politiktiktok ,2025-03-21 13:07:50,0,7,37,1361,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7484248798953213206,0.0,0,-2.0411414162513326
tiktok.com,https://www.tiktok.com/@gruenech,7483950013182201110,"Die bürgerliche Mehrheit stimmt einem SVP-Vorstoss zu, der eine Erhöhung der Mindestfranchise für Krankenkassenprämien bewirken soll. 😡 Bereits jetzt sind die Prämien für viele Menschen ein finanzielles Problem. Das wird die Situation nur noch verschlimmern. 💸 Unterschreib jetzt gegen das Sparpaket, um die Subventionen für die Krankenkassenprämien zu schützen! Den Link findest du in der Bio ☝",2025-03-20 17:48:22,0,3,19,976,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7483950013182201110,-0.37,0,-2.8625891376133445
tiktok.com,https://www.tiktok.com/@gruenech,7483083685768596758,"Neutralität heisst nicht, keine Haltung zu zeigen! ✊ In Zeiten imperialer Grossmachtpolitik müssen wir in Europa zusammenstehen – für mehr Gerechtigkeit und Klimaschutz! 💚🇪🇺",2025-03-18 09:46:40,0,18,48,1816,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7483083685768596758,0.0,0,-0.3783057394037468
tiktok.com,https://www.tiktok.com/@gruenech,7482833923400076566,"Kürzungen bei ÖV, Kitas & Schutz für Frauen – alles wegen der Schuldenbremse? 🤯  In aussergewöhnlichen Zeiten brauchen wir aussergewöhnliche Lösungen! ✊ Soziale Ungleichheit gefährdet genauso unsere Sicherheit & Stabilität. 🚫 ➡️ Unterschreib jetzt gegen das Sparpaket! (Link in Bio)",2025-03-17 17:37:22,1,31,56,2223,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7482833923400076566,-0.83,0,0.9132010380940376
tiktok.com,https://www.tiktok.com/@gruenech,7481703778178305282,"Widerstand geht nur gemeinsam ✊💚 Deshalb ist es gerade jetzt wichtig, dass wir uns organisieren und vernetzen!  Wir freuen uns, wenn du bei uns aktiv wirst 💚",2025-03-14 16:31:52,0,7,19,874,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7481703778178305282,0.7,0,-2.648417523170752
tiktok.com,https://www.tiktok.com/@gruenech,7480992151992569110,Mit der Wahl von Martin Pfister wird der Bundesrat noch rechter... das ist eine Gefahr für das Klima & die soziale Gerechtigkeit. Wir kämpfen für mehr Ausgewogenheit bei der nächsten Chance! ✊💚,2025-03-12 18:30:21,1,9,40,1189,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7480992151992569110,-1.0,0,-1.9589120031800347
tiktok.com,https://www.tiktok.com/@gruenech,7480558362946473238,Wie alt ist der jüngste Bundesrat? 🧐,2025-03-11 14:27:05,3,30,69,2326,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7480558362946473238,-0.0,0,1.12724424317221
tiktok.com,https://www.tiktok.com/@gruenech,7480558228359630102,"Krieg ist weder eine Antwort noch eine Zukunftsperspektive! Wir müssen alles daransetzen, Freiheit und Frieden für die Ukraine zu sichern. Dazu gehört, endlich zu stoppen, dass über den Rohstoffhandelsplatz im Kanton Zug Putins Krieg mitfinanziert wird. Solidarität mit der Ukraine! 🇺🇦",2025-03-11 14:26:32,0,6,42,890,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7480558228359630102,-1.0,0,-2.3199667136086166
